"Id","Label","clade","size","BGCtype","complete","MAGhit","MAG","GCFnum"
"MO_192.c_9150.region001","MO_192_c9150_001","site6","1","NRPS","NO","YES","MO_192.bin.12",2669
"MO_192.c_9192.region001","MO_192_c9192_001","site6","1","NRPS","NO","YES","MO_192.bin.12",3080
"MO_192.c_9282.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_192.bin.12",2619
"MO_192.c_9329.region001","MO_192_c9329_001","site6","1","T1PKS","NO","YES","MO_192.bin.7",982
"MO_192.c_935.region001","MO_192_c935_001","site6","1","NRPS","NO","YES","MO_192.bin.27",2621
"MO_192.c_94.region001","MO_192_c94_001","site6","1","lassopeptide","NO","YES","MO_192.bin.10",2622
"MO_192.c_9403.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_192.bin.12",2623
"MO_192.c_9542.region001","NA.","NA.","NA.","bacteriocin","NO","NO","NA.",2624
"MO_192.c_957.region001","MO_192_c957_001","site6","1","bacteriocin","YES","YES","MO_192.bin.18",1759
"MO_192.c_9573.region001","MO_192_c9573_001","site6","1","bacteriocin","NO","NO","NA.",985
"MO_192.c_9615.region001","MO_192_c9615_001","site6","1","NRPS","NO","YES","MO_192.bin.12",2669
"MO_192.c_965.region001","MO_192_c965_001","site6","1","lanthipeptide","NO","YES","MO_192.bin.17",2628
"MO_192.c_991.region001","MO_192_c991_001","site6","1","terpene","NO","NO","NA.",1447
"MO_192.c_993.region001","MO_192_c993_001","site6","1","T1PKS","NO","NO","NA.",1056
"MO_197.c_1042.region001","NA.","NA.","NA.","terpene","NO","YES","MO_197.bin.33",2631
"MO_197.c_1050.region001","MO_197_c1050_001","site7","1","terpene","NO","YES","MO_197.bin.31",2786
"MO_197.c_1178.region001","MO_197_c1178_001","site7","1","NRPS-like","NO","YES","MO_197.bin.12",766
"MO_197.c_1317.region001","MO_197_c1317_001","site7","1","bacteriocin","NO","YES","MO_197.bin.23",2942
"MO_197.c_1342.region001","MO_197_c1342_001","site7","1","TfuA-related","NO","YES","MO_197.bin.12",765
"MO_197.c_1474.region001","MO_197_c1474_001","site7","1","terpene","NO","YES","MO_197.bin.33",2925
"MO_197.c_1491.region001","MO_197_c1491_001","site7","1","arylpolyene","NO","YES","MO_197.bin.15",1404
"MO_197.c_1552.region001","MO_197_c1552_001","site7","1","NRPS-like","NO","YES","MO_197.bin.10",383
"MO_197.c_1560.region001","MO_197_c1560_001","site7","1","NRPS","NO","YES","MO_197.bin.15",1905
"MO_197.c_1710.region001","MO_197_c1710_001","site7","1","bacteriocin","NO","YES","MO_197.bin.33",2874
"MO_197.c_1796.region001","MO_197_c1796_001","site7","1","T3PKS","NO","YES","MO_197.bin.21",240
"MO_197.c_1801.region001","MO_197_c1801_001","site7","1","T1PKS","NO","YES","MO_197.bin.33",3115
"MO_197.c_1849.region001","MO_197_c1849_001","site7","1","bacteriocin","NO","YES","MO_197.bin.11",223
"MO_197.c_193.region001","MO_197_c193_001","site7","1","hglE-KS","NO","YES","MO_197.bin.3",2644
"MO_197.c_1970.region001","MO_197_c1970_001","site7","1","T1PKS","NO","YES","MO_197.bin.9",1491
"MO_197.c_2115.region001","MO_197_c2115_001","site7","1","phosphonate","NO","YES","MO_197.bin.33",3130
"MO_197.c_2430.region001","MO_197_c2430_001","site7","1","TfuA-related","NO","YES","MO_197.bin.32",2647
"MO_197.c_2472.region001","NA.","NA.","NA.","NRPS-like","NO","NO","NA.",2648
"MO_197.c_2484.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_197.bin.21",2649
"MO_197.c_2573.region001","MO_197_c2573_001","site7","1","bacteriocin","NO","YES","MO_197.bin.19",2650
"MO_197.c_2687.region001","NA.","NA.","NA.","terpene","NO","YES","MO_197.bin.19",2651
"MO_197.c_300.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_197.bin.1",2652
"MO_197.c_3013.region001","MO_197_c3013_001","site7","1","T1PKS","NO","YES","MO_197.bin.33",1056
"MO_197.c_3063.region001","MO_197_c3063_001","site7","1","TfuA-related","NO","YES","MO_197.bin.10",868
"MO_197.c_3212.region001","MO_197_c3212_001","site7","1","terpene","NO","YES","MO_197.bin.10",1477
"MO_197.c_323.region001","MO_197_c323_001","site7","1","terpene","NO","YES","MO_197.bin.10",452
"MO_197.c_3243.region001","MO_197_c3243_001","site7","1","T1PKS","NO","YES","MO_197.bin.33",1626
"MO_197.c_3245.region001","MO_197_c3245_001","site7","1","terpene","NO","YES","MO_197.bin.34",887
"MO_197.c_3368.region001","MO_197_c3368_001","site7","1","phosphonate","NO","YES","MO_197.bin.31",123
"MO_197.c_3485.region001","MO_197_c3485_001","site7","1","terpene","NO","YES","MO_197.bin.33",2660
"MO_197.c_3521.region001","MO_197_c3521_001","site7","1","hglE-KS","NO","YES","MO_197.bin.28",975
"MO_197.c_3601.region001","MO_197_c3601_001","site7","1","NRPS-like","NO","YES","MO_197.bin.9",1431
"MO_197.c_385.region001","MO_197_c385_001","site7","1","terpene","NO","YES","MO_197.bin.12",763
"MO_197.c_39.region001","MO_197_c39_001","site7","1","terpene","YES","YES","MO_197.bin.32",1420
"MO_197.c_3901.region001","MO_197_c3901_001","site7","1","T1PKS","NO","YES","MO_197.bin.2",1631
"MO_197.c_396.region001","MO_197_c396_001","site7","1","T3PKS","NO","YES","MO_197.bin.12",2833
"MO_197.c_3972.region001","MO_197_c3972_001","site7","1","T1PKS","NO","YES","MO_197.bin.11",2875
"MO_197.c_4011.region001","MO_197_c4011_001","site7","1","bacteriocin","NO","YES","MO_197.bin.15",1137
"MO_197.c_4078.region001","MO_197_c4078_001","site7","1","NRPS","NO","NO","NA.",2669
"MO_197.c_4214.region001","MO_197_c4214_001","site7","1","terpene","NO","YES","MO_197.bin.34",1467
"MO_197.c_4318.region001","MO_197_c4318_001","site7","1","NRPS","NO","YES","MO_197.bin.8",2671
"MO_197.c_4486.region001","MO_197_c4486_001","site7","1","arylpolyene","NO","YES","MO_197.bin.15",2672
"MO_197.c_4508.region001","MO_197_c4508_001","site7","1","hglE-KS","NO","YES","MO_197.bin.8",2930
"MO_197.c_4564.region001","MO_197_c4564_001","site7","1","T1PKS","NO","NO","NA.",3117
"MO_197.c_4734.region001","MO_197_c4734_001","site7","1","terpene","NO","YES","MO_197.bin.22",2020
"MO_197.c_4747.region001","MO_197_c4747_001","site7","1","arylpolyene","NO","YES","MO_197.bin.34",634
"MO_197.c_4893.region001","NA.","NA.","NA.","oligosaccharide","NO","YES","MO_197.bin.28",2677
"MO_197.c_500.region001","MO_197_c500_001","site7","1","phosphonate","NO","YES","MO_197.bin.21",2678
"MO_197.c_514.region001","MO_197_c514_001","site7","1","terpene","NO","YES","MO_197.bin.12",1447
"MO_197.c_542.region001","MO_197_c542_001","site7","1","terpene","NO","YES","MO_197.bin.32",1523
"MO_197.c_5690.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_197.bin.22",2681
"MO_197.c_5788.region001","NA.","NA.","NA.","arylpolyene","NO","NO","NA.",2682
"MO_197.c_5848.region001","MO_197_c5848_001","site7","1","bacteriocin","NO","YES","MO_197.bin.22",2046
"MO_197.c_596.region001","MO_197_c596_001","site7","1","terpene","NO","YES","MO_197.bin.21",264
"MO_197.c_5991.region001","MO_197_c5991_001","site7","1","terpene","NO","YES","MO_197.bin.29",966
"MO_197.c_612.region001","MO_197_c612_001","site7","1","arylpolyene","NO","YES","MO_197.bin.32",2686
"MO_197.c_6216.region001","MO_197_c6216_001","site7","1","terpene","NO","NO","NA.",910
"MO_197.c_6296.region001","MO_197_c6296_001","site7","1","NRPS-like","NO","NO","NA.",2905
"MO_197.c_640.region001","MO_197_c640_001","site7","1","hglE-KS","NO","YES","MO_197.bin.23",1421
"MO_197.c_6409.region001","MO_197_c6409_001","site7","1","hserlactone","NO","YES","MO_197.bin.11",245
"MO_197.c_6473.region001","MO_197_c6473_001","site7","1","hglE-KS","NO","YES","MO_197.bin.13",1389
"MO_197.c_653.region001","MO_197_c653_001","site7","1","NRPS","NO","YES","MO_197.bin.32",1526
"MO_197.c_656.region001","MO_197_c656_001","site7","1","bacteriocin","YES","YES","MO_197.bin.31",446
"MO_197.c_6829.region001","MO_197_c6829_001","site7","1","NRPS-like","NO","YES","MO_197.bin.15",350
"MO_197.c_700.region001","MO_197_c700_001","site7","1","NRPS-like","NO","YES","MO_197.bin.5",1451
"MO_197.c_7213.region001","MO_197_c7213_001","site7","1","NRPS-like","NO","YES","MO_197.bin.19",274
"MO_197.c_7265.region001","MO_197_c7265_001","site7","1","T1PKS","NO","NO","NA.",2697
"MO_197.c_7321.region001","MO_197_c7321_001","site7","1","hglE-KS","NO","YES","MO_197.bin.23",2873
"MO_197.c_749.region001","MO_197_c749_001","site7","1","NRPS-like","NO","YES","MO_197.bin.32",1392
"MO_197.c_788.region001","MO_197_c788_001","site7","1","arylpolyene","NO","YES","MO_197.bin.10",1393
"MO_197.c_8.region001","MO_197_c8_001","site7","1","NRPS","NO","YES","MO_197.bin.12",799
"MO_197.c_82.region001","MO_197_c82_001","site7","1","NRPS","NO","YES","MO_197.bin.3",2939
"MO_197.c_850.region001","MO_197_c850_001","site7","1","terpene","NO","YES","MO_197.bin.13",1478
"MO_197.c_873.region001","MO_197_c873_001","site7","1","terpene","NO","YES","MO_197.bin.21",2704
"MO_197.c_949.region001","MO_197_c949_001","site7","1","terpene","NO","YES","MO_197.bin.34",1911
"MO_199.c_1063.region001","MO_199_c1063_001","site7","1","cyanobactin","NO","YES","MO_199.bin.11",2884
"MO_199.c_1090.region001","MO_199_c1090_001","site7","1","terpene","NO","YES","MO_199.bin.14",1927
"MO_199.c_1251.region001","MO_199_c1251_001","site7","1","T1PKS","NO","NO","NA.",2824
"MO_199.c_1277.region001","MO_199_c1277_001","site7","1","NRPS","NO","NO","NA.",2030
"MO_199.c_138.region001","NA.","NA.","NA.","T1PKS","NO","YES","MO_199.bin.6",2710
"MO_199.c_139.region001","NA.","NA.","NA.","CDPS","YES","YES","MO_199.bin.5",2711
"MO_199.c_1415.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_199.bin.6",2712
"MO_199.c_144.region001","MO_199_c144_001","site7","1","NRPS","NO","YES","MO_199.bin.6",1779
"MO_199.c_1447.region001","MO_199_c1447_001","site7","1","NRPS","NO","NO","NA.",1500
"MO_199.c_1459.region001","MO_199_c1459_001","site7","1","T1PKS","NO","YES","MO_199.bin.3",2824
"MO_199.c_153.region001","MO_199_c153_001","site7","1","NRPS","NO","YES","MO_199.bin.5",2716
"MO_199.c_1647.region001","MO_199_c1647_001","site7","1","NRPS","NO","YES","MO_199.bin.7",1712
"MO_199.c_1658.region001","MO_199_c1658_001","site7","1","bacteriocin","NO","YES","MO_199.bin.3",2718
"MO_199.c_1866.region001","MO_199_c1866_001","site7","1","NRPS-like","NO","YES","MO_199.bin.12",2719
"MO_199.c_2014.region001","MO_199_c2014_001","site7","1","T1PKS","NO","NO","NA.",1056
"MO_199.c_2055.region001","MO_199_c2055_001","site7","1","NRPS","NO","YES","MO_199.bin.11",1718
"MO_199.c_2080.region001","NA.","NA.","NA.","LAP","NO","YES","MO_199.bin.3",2722
"MO_199.c_2188.region001","MO_199_c2188_001","site7","1","hserlactone","NO","YES","MO_199.bin.2",506
"MO_199.c_221.region001","MO_199_c221_001","site7","1","NRPS","NO","NO","NA.",1860
"MO_199.c_2210.region001","MO_199_c2210_001","site7","1","T1PKS","NO","NO","NA.",982
"MO_199.c_2259.region001","MO_199_c2259_001","site7","1","CDPS","NO","YES","MO_199.bin.5",2914
"MO_199.c_2308.region001","NA.","NA.","NA.","hserlactone","NO","YES","MO_199.bin.11",2727
"MO_199.c_2379.region001","MO_199_c2379_001","site7","1","terpene","NO","YES","MO_199.bin.5",2728
"MO_199.c_2652.region001","MO_199_c2652_001","site7","1","NRPS","NO","NO","NA.",808
"MO_199.c_2658.region001","MO_199_c2658_001","site7","1","terpene","NO","NO","NA.",1186
"MO_199.c_287.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",2731
"MO_199.c_3255.region001","MO_199_c3255_001","site7","1","PBDE","NO","YES","MO_199.bin.11",2732
"MO_199.c_3296.region001","MO_199_c3296_001","site7","1","NRPS-like","NO","YES","MO_199.bin.11",1718
"MO_199.c_3376.region001","MO_199_c3376_001","site7","1","T1PKS","NO","NO","NA.",1626
"MO_199.c_3392.region001","MO_199_c3392_001","site7","1","terpene","NO","YES","MO_199.bin.11",1775
"MO_199.c_3407.region001","MO_199_c3407_001","site7","1","NRPS","NO","YES","MO_199.bin.7",808
"MO_199.c_349.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_199.bin.6",2737
"MO_199.c_3497.region001","MO_199_c3497_001","site7","1","NRPS-like","NO","YES","MO_199.bin.11",1891
"MO_199.c_351.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_199.bin.6",2739
"MO_199.c_3730.region001","MO_199_c3730_001","site7","1","T3PKS","NO","NO","NA.",2740
"MO_199.c_375.region001","MO_199_c375_001","site7","1","T1PKS","NO","NO","NA.",1206
"MO_199.c_4001.region001","MO_199_c4001_001","site7","1","NRPS","NO","NO","NA.",3086
"MO_199.c_4075.region001","MO_199_c4075_001","site7","1","T1PKS","NO","NO","NA.",2743
"MO_199.c_420.region001","NA.","NA.","NA.","ectoine","NO","NO","NA.",2744
"MO_199.c_422.region001","MO_199_c422_001","site7","1","T3PKS","NO","NO","NA.",1206
"MO_199.c_4226.region001","MO_199_c4226_001","site7","1","NRPS-like","NO","YES","MO_199.bin.3",2746
"MO_199.c_4233.region001","MO_199_c4233_001","site7","1","terpene","NO","YES","MO_199.bin.11",2747
"MO_199.c_4272.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_199.bin.12",2748
"MO_199.c_4285.region001","MO_199_c4285_001","site7","1","bacteriocin","NO","YES","MO_199.bin.5",2749
"MO_199.c_4437.region001","MO_199_c4437_001","site7","1","NRPS","NO","NO","NA.",1145
"MO_199.c_4522.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_199.bin.2",2751
"MO_199.c_4547.region001","NA.","NA.","NA.","CDPS","NO","YES","MO_199.bin.3",2752
"MO_199.c_467.region001","MO_199_c467_001","site7","1","T1PKS","NO","YES","MO_199.bin.12",1757
"MO_199.c_469.region001","MO_199_c469_001","site7","1","T1PKS","NO","NO","NA.",1056
"MO_199.c_4734.region001","MO_199_c4734_001","site7","1","NRPS-like","NO","YES","MO_199.bin.7",3042
"MO_199.c_5150.region001","MO_199_c5150_001","site7","1","T1PKS","NO","NO","NA.",1626
"MO_199.c_54.region001","MO_199_c54_001","site7","1","T1PKS","NO","YES","MO_199.bin.3",1206
"MO_199.c_569.region001","MO_199_c569_001","site7","1","T1PKS","NO","NO","NA.",1206
"MO_199.c_583.region001","MO_199_c583_001","site7","1","terpene","NO","YES","MO_199.bin.3",1186
"MO_199.c_6024.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",2760
"MO_199.c_604.region001","MO_199_c604_001","site7","1","terpene","NO","YES","MO_199.bin.3",1186
"MO_199.c_614.region001","MO_199_c614_001","site7","1","T1PKS","NO","NO","NA.",1056
"MO_199.c_6388.region001","MO_199_c6388_001","site7","1","terpene","NO","YES","MO_199.bin.2",452
"MO_199.c_6476.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",2764
"MO_199.c_6542.region001","NA.","NA.","NA.","hglE-KS","NO","NO","NA.",2765
"MO_199.c_70.region001","MO_199_c70_001","site7","1","terpene","NO","YES","MO_199.bin.6",1048
"MO_199.c_7094.region001","MO_199_c7094_001","site7","1","NRPS","NO","YES","MO_199.bin.7",1500
"MO_199.c_715.region001","MO_199_c715_001","site7","1","CDPS","NO","YES","MO_199.bin.3",2813
"MO_199.c_796.region001","MO_199_c796_001","site7","1","NRPS-like","NO","YES","MO_199.bin.11",2769
"MO_199.c_835.region001","NA.","NA.","NA.","hserlactone","NO","YES","MO_199.bin.3",2770
"MO_199.c_857.region001","MO_199_c857_001","site7","1","NRPS-like","NO","YES","MO_199.bin.6",2746
"MO_199.c_868.region001","MO_199_c868_001","site7","1","lassopeptide","NO","NO","NA.",378
"MO_199.c_872.region001","MO_199_c872_001","site7","1","terpene","NO","YES","MO_199.bin.5",2928
"MO_199.c_916.region001","MO_199_c916_001","site7","1","T3PKS","NO","YES","MO_199.bin.11",1847
"MO_199.c_945.region001","NA.","NA.","NA.","terpene","NO","YES","MO_199.bin.6",2775
"MO_199.c_975.region001","NA.","NA.","NA.","terpene","NO","YES","MO_199.bin.5",2776
"MO_199.c_99.region001","NA.","NA.","NA.","other","NO","YES","MO_199.bin.3",2777
"MO_202.c_1000.region001","MO_202_c1000_001","site7","1","NRPS-like","NO","YES","MO_202.bin.9",2746
"MO_202.c_1002.region001","MO_202_c1002_001","site7","1","TfuA-related","NO","YES","MO_202.bin.26",868
"MO_202.c_104.region001","MO_202_c104_001","site7","1","T1PKS","NO","YES","MO_202.bin.8",3145
"MO_202.c_1130.region001","MO_202_c1130_001","site7","1","terpene","NO","YES","MO_202.bin.8",2925
"MO_202.c_1195.region001","MO_202_c1195_001","site7","1","T1PKS","NO","YES","MO_202.bin.2",2032
"MO_202.c_123.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_202.bin.2",2783
"MO_202.c_14.region001","MO_202_c14_001","site7","1","arylpolyene","YES","YES","MO_202.bin.23",2686
"MO_202.c_1423.region001","MO_202_c1423_001","site7","1","terpene","NO","YES","MO_202.bin.8",2978
"MO_202.c_1559.region001","MO_202_c1559_001","site7","1","bacteriocin","NO","YES","MO_202.bin.24",2786
"MO_202.c_1618.region001","MO_202_c1618_001","site7","1","terpene","NO","YES","MO_202.bin.9",1927
"MO_202.c_1648.region001","MO_202_c1648_001","site7","1","terpene","NO","YES","MO_202.bin.9",1186
"MO_202.c_1728.region001","MO_202_c1728_001","site7","1","bacteriocin","NO","YES","MO_202.bin.24",446
"MO_202.c_1738.region001","MO_202_c1738_001","site7","1","NRPS","NO","YES","MO_202.bin.5",1456
"MO_202.c_1776.region001","MO_202_c1776_001","site7","1","terpene","NO","YES","MO_202.bin.3",89
"MO_202.c_1837.region001","MO_202_c1837_001","site7","1","NRPS-like","NO","NO","NA.",982
"MO_202.c_1924.region001","MO_202_c1924_001","site7","1","bacteriocin","NO","NO","NA.",3102
"MO_202.c_193.region001","NA.","NA.","NA.","other","NO","NO","NA.",2794
"MO_202.c_2007.region001","MO_202_c2007_001","site7","1","bacteriocin","NO","YES","MO_202.bin.17",2795
"MO_202.c_2061.region001","MO_202_c2061_001","site7","1","lassopeptide","NO","YES","MO_202.bin.8",378
"MO_202.c_2071.region001","NA.","NA.","NA.","terpene","NO","YES","MO_202.bin.8",2797
"MO_202.c_2127.region001","MO_202_c2127_001","site7","1","bacteriocin","NO","YES","MO_202.bin.9",2718
"MO_202.c_2228.region001","MO_202_c2228_001","site7","1","bacteriocin","NO","YES","MO_202.bin.6",2942
"MO_202.c_2447.region001","MO_202_c2447_001","site7","1","T1PKS","NO","YES","MO_202.bin.20",1056
"MO_202.c_252.region001","MO_202_c252_001","site7","1","terpene","NO","YES","MO_202.bin.26",1477
"MO_202.c_2529.region001","MO_202_c2529_001","site7","1","terpene","NO","YES","MO_202.bin.3",1502
"MO_202.c_253.region001","MO_202_c253_001","site7","1","terpene","NO","YES","MO_202.bin.2",1048
"MO_202.c_2654.region001","MO_202_c2654_001","site7","1","NRPS-like","NO","YES","MO_202.bin.5",1120
"MO_202.c_2678.region001","MO_202_c2678_001","site7","1","NRPS","NO","NO","NA.",1860
"MO_202.c_2679.region001","MO_202_c2679_001","site7","1","NRPS","NO","YES","MO_202.bin.18",1905
"MO_202.c_27.region001","NA.","NA.","NA.","terpene","NO","YES","MO_202.bin.2",2807
"MO_202.c_2718.region001","MO_202_c2718_001","site7","1","hglE-KS","NO","YES","MO_202.bin.21",954
"MO_202.c_2825.region001","MO_202_c2825_001","site7","1","terpene","NO","YES","MO_202.bin.5",1420
"MO_202.c_2962.region001","MO_202_c2962_001","site7","1","NRPS-like","NO","YES","MO_202.bin.8",982
"MO_202.c_3066.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_202.bin.10",2811
"MO_202.c_3136.region001","MO_202_c3136_001","site7","1","NRPS","NO","YES","MO_202.bin.8",3005
"MO_202.c_3217.region001","MO_202_c3217_001","site7","1","CDPS","NO","YES","MO_202.bin.9",2813
"MO_202.c_35.region001","MO_202_c35_001","site7","1","NRPS","NO","YES","MO_202.bin.7",799
"MO_202.c_3624.region001","NA.","NA.","NA.","lanthipeptide","NO","YES","MO_202.bin.9",2815
"MO_202.c_363.region001","MO_202_c363_001","site7","1","hglE-KS","NO","YES","MO_202.bin.25",1976
"MO_202.c_367.region001","MO_202_c367_001","site7","1","betalactone","NO","YES","MO_202.bin.28",934
"MO_202.c_3745.region001","MO_202_c3745_001","site7","1","phosphonate","NO","YES","MO_202.bin.8",3130
"MO_202.c_3834.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_202.bin.10",2819
"MO_202.c_389.region001","MO_202_c389_001","site7","1","terpene","NO","YES","MO_202.bin.2",1186
"MO_202.c_3904.region001","MO_202_c3904_001","site7","1","TfuA-related","NO","YES","MO_202.bin.26",690
"MO_202.c_3908.region001","MO_202_c3908_001","site7","1","NRPS","NO","YES","MO_202.bin.9",1932
"MO_202.c_3944.region001","MO_202_c3944_001","site7","1","NRPS","NO","YES","MO_202.bin.9",3038
"MO_202.c_4050.region001","MO_202_c4050_001","site7","1","T1PKS","NO","YES","MO_202.bin.9",2824
"MO_202.c_4141.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",2825
"MO_202.c_4165.region001","MO_202_c4165_001","site7","1","arylpolyene","NO","YES","MO_202.bin.18",2672
"MO_202.c_4211.region001","MO_202_c4211_001","site7","1","NRPS-like","NO","YES","MO_202.bin.10",1917
"MO_202.c_4300.region001","MO_202_c4300_001","site7","1","acyl_amino_acids","NO","YES","MO_202.bin.22",734
"MO_202.c_461.region001","MO_202_c461_001","site7","1","terpene","YES","YES","MO_202.bin.23",1523
"MO_202.c_47.region001","MO_202_c47_001","site7","1","NRPS","NO","YES","MO_202.bin.2",1712
"MO_202.c_49.region001","MO_202_c49_001","site7","1","TfuA-related","NO","YES","MO_202.bin.23",2647
"MO_202.c_497.region001","MO_202_c497_001","site7","1","terpene","NO","YES","MO_202.bin.7",1447
"MO_202.c_5049.region001","MO_202_c5049_001","site7","1","T3PKS","NO","YES","MO_202.bin.26",2833
"MO_202.c_506.region001","NA.","NA.","NA.","terpene","NO","NO","NA.",2834
"MO_202.c_535.region001","MO_202_c535_001","site7","1","bacteriocin","YES","YES","MO_202.bin.2",416
"MO_202.c_5375.region001","MO_202_c5375_001","site7","1","terpene","NO","YES","MO_202.bin.4",3021
"MO_202.c_5507.region001","NA.","NA.","NA.","T1PKS","NO","YES","MO_202.bin.17",2837
"MO_202.c_5535.region001","MO_202_c5535_001","site7","1","bacteriocin","NO","YES","MO_202.bin.9",606
"MO_202.c_6493.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_202.bin.10",2839
"MO_202.c_65.region001","MO_202_c65_001","site7","1","TfuA-related","NO","YES","MO_202.bin.7",690
"MO_202.c_657.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_202.bin.10",2841
"MO_202.c_665.region001","MO_202_c665_001","site7","1","arylpolyene","NO","YES","MO_202.bin.26",1393
"MO_202.c_6838.region001","MO_202_c6838_001","site7","1","T1PKS","NO","YES","MO_202.bin.10",1513
"MO_202.c_6849.region001","MO_202_c6849_001","site7","1","cyanobactin","NO","NO","NA.",606
"MO_202.c_6982.region001","MO_202_c6982_001","site7","1","T3PKS","NO","NO","NA.",982
"MO_202.c_699.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_202.bin.8",2846
"MO_202.c_700.region001","MO_202_c700_001","site7","1","NRPS-like","NO","YES","MO_202.bin.26",383
"MO_202.c_710.region001","MO_202_c710_001","site7","1","PKS-like","NO","YES","MO_202.bin.9",1206
"MO_202.c_7127.region001","MO_202_c7127_001","site7","1","hglE-KS","NO","YES","MO_202.bin.17",1389
"MO_202.c_730.region001","MO_202_c730_001","site7","1","betalactone","NO","YES","MO_202.bin.25",950
"MO_202.c_750.region001","MO_202_c750_001","site7","1","terpene","NO","YES","MO_202.bin.26",763
"MO_202.c_752.region001","MO_202_c752_001","site7","1","NRPS-like","NO","YES","MO_202.bin.23",342
"MO_202.c_80.region001","MO_202_c80_001","site7","1","NRPS","NO","YES","MO_202.bin.23",1526
"MO_202.c_8012.region001","MO_202_c8012_001","site7","1","NRPS","NO","NO","NA.",1500
"MO_202.c_808.region001","MO_202_c808_001","site7","1","terpene","NO","YES","MO_202.bin.23",1105
"MO_202.c_814.region001","MO_202_c814_001","site7","1","bacteriocin","NO","YES","MO_202.bin.25",1958
"MO_202.c_827.region001","MO_202_c827_001","site7","1","T1PKS","NO","YES","MO_202.bin.9",1626
"MO_202.c_837.region001","NA.","NA.","NA.","terpene","NO","YES","MO_202.bin.10",2858
"MO_202.c_8381.region001","MO_202_c8381_001","site7","1","terpene","NO","YES","MO_202.bin.13",1478
"MO_202.c_86.region001","MO_202_c86_001","site7","1","NRPS-like","NO","YES","MO_202.bin.7",766
"MO_202.c_8629.region001","MO_202_c8629_001","site7","1","bacteriocin","NO","YES","MO_202.bin.28",2861
"MO_202.c_887.region001","MO_202_c887_001","site7","1","terpene","NO","YES","MO_202.bin.7",452
"MO_202.c_892.region001","MO_202_c892_001","site7","1","T1PKS","NO","YES","MO_202.bin.10",3052
"MO_202.c_918.region001","MO_202_c918_001","site7","1","T1PKS","NO","YES","MO_202.bin.25",1049
"MO_202.c_922.region001","MO_202_c922_001","site7","1","arylpolyene","NO","YES","MO_202.bin.26",629
"MO_202.c_9335.region001","MO_202_c9335_001","site7","1","bacteriocin","NO","NO","NA.",2866
"MO_202.c_950.region001","MO_202_c950_001","site7","1","lassopeptide","NO","YES","MO_202.bin.2",2867
"MO_202.c_955.region001","MO_202_c955_001","site7","1","terpene","YES","YES","MO_202.bin.23",1420
"MO_202.c_9837.region001","NA.","NA.","NA.","terpene","NO","YES","MO_202.bin.17",2869
"MO_202.c_986.region001","MO_202_c986_001","site7","1","terpene","NO","YES","MO_202.bin.28",3056
"MO_202.c_9921.region001","MO_202_c9921_001","site7","1","cyanobactin","NO","NO","NA.",606
"MO_207.c_100.region001","MO_207_c100_001","site7","1","T3PKS","NO","YES","MO_207.bin.15",2740
"MO_207.c_1012.region001","MO_207_c1012_001","site7","1","hglE-KS","NO","YES","MO_207.bin.24",2873
"MO_207.c_108.region001","MO_207_c108_001","site7","1","bacteriocin","YES","YES","MO_207.bin.15",2874
"MO_207.c_1083.region001","MO_207_c1083_001","site7","1","NRPS-like","NO","YES","MO_207.bin.25",2875
"MO_207.c_112.region001","MO_207_c112_001","site7","1","CDPS","NO","YES","MO_207.bin.15",2876
"MO_207.c_1143.region001","MO_207_c1143_001","site7","1","terpene","NO","YES","MO_207.bin.10",2728
"MO_207.c_1178.region001","MO_207_c1178_001","site7","1","hglE-KS","NO","YES","MO_207.bin.6",1513
"MO_207.c_118.region001","MO_207_c118_001","site7","1","thiopeptide","NO","YES","MO_207.bin.15",652
"MO_207.c_1268.region001","NA.","NA.","NA.","terpene","NO","YES","MO_207.bin.26",2880
"MO_207.c_142.region001","MO_207_c142_001","site7","1","NRPS","NO","YES","MO_207.bin.15",1718
"MO_207.c_1578.region001","MO_207_c1578_001","site7","1","bacteriocin","NO","YES","MO_207.bin.9",188
"MO_207.c_1585.region001","MO_207_c1585_001","site7","1","bacteriocin","NO","YES","MO_207.bin.25",223
"MO_207.c_167.region001","MO_207_c167_001","site7","1","cyanobactin","NO","YES","MO_207.bin.15",2884
